"Source";"nr.results"
"The Price of Racial Bias";15
"The Primacy of Negative Interpretations When Resolving the Valence of Ambiguous Facial Expressions";7
"The primacy of perceiving  Emotion recognition buffers negative effects of ...  EBSCOhost";6
"The primacy of thinking about possibilities in the development of reasoning  EBSCOhost";30
"The Principles of Conventionality and Contrast in Word Learning  An Empiric...  EBSCOhost";22
"The process of change in cognitive therapy for depression when combined wit...  EBSCOhost";13
"The process of inductive inference in groups  The use of positive and negat...  EBSCOhost";34
"The productivity measurement and enhancement system  A meta-analysis  EBSCOhost";4
"The Projection of Implicit and Explicit Goals  EBSCOhost";12
"The Propensity Effect";6
"The Pros and Cons of Temporally Near and Distant Action  EBSCOhost";56
"The prospective relationships between smoking and weight in a young, biraci...  EBSCOhost";5
"The provision of a sanctioning system as a public good  EBSCOhost";8
"The psychic costs of intense positive affect  EBSCOhost";12
"The psychological bases of ideology and prejudice  Testing a dual process m...  EBSCOhost";8
"The psychological difference between temporally predictable and unpredictab...  EBSCOhost";10
"The Psychological Pleasure and Pain of Choosing  When People Prefer Choosin...  EBSCOhost";110
"The psychological structure of pride  A tale of two facets  EBSCOhost";12
"The psychological trade-offs of goal investment  EBSCOhost";20
"The psychology of the Monty Hall problem  Discovering psychological mechani...  EBSCOhost";10
"The psychology of the unthinkable  Taboo trade-offs, forbidden base rates, ...  EBSCOhost";49
"The psychology of voice and performance capabilities in masculine and femin...  EBSCOhost";20
"The psychophysiology of adult attachment relationships  Autonomic reactivit...  EBSCOhost";43
"The psychophysiology of confession  Linking inhibitory and psychosomatic pr...  EBSCOhost";37
"The psychosemantics of free riding  Dissecting the architecture of a moral ...  EBSCOhost";9
"The Pursuit of Happiness";18
"The pursuit of joint outcomes and equality in outcomes  An integrative mode...  EBSCOhost";43
"The pursuit of self-interest  Self-interest bias in attitude judgment and p...  EBSCOhost";22
"The Push and Pull of Temptation";10
"The pushes and pulls of close relationships  Attachment insecurities and re...  EBSCOhost";12
"The puzzle of negative self-views  An exploration using the schema concept  EBSCOhost";13
"The Quality of Psychotherapy Case Formulations  A Comparison of Expert, Exp...  EBSCOhost";13
"The quality of sibling relationships and the development of social competen...  EBSCOhost";5
"The question–answer paradigm  You might regret not noticing how a question ...  EBSCOhost";6
"The rate of source memory decline across the adult life span  EBSCOhost";1
"The Reappropriation of Stigmatizing Labels";35
"The recognition of threatening facial stimuli  EBSCOhost";4
"The Redux of Cognitive Consistency Theories  Evidence Judgments by Constrai...  EBSCOhost";53
"The regulation of explicit and implicit race bias  The role of motivations ...  EBSCOhost";42
"The regulation of negative reactivity in infancy  Function and development  EBSCOhost";25
"The regulatory function of self-conscious emotion  Insights from patients w...  EBSCOhost";10
"The regulatory function of self-esteem  Testing the epistemic and acceptanc...  EBSCOhost";70
"The rejection of moral rebels  Resenting those who do the right thing  EBSCOhost";66
"The relation between adolescent alcohol use and peer alcohol use  A longitu...  EBSCOhost";9
"The relation between changes in patients' interpersonal impact messages and...  EBSCOhost";11
"The relation between desire and false belief in children's theory of mind  ...  EBSCOhost";24
"The relation between hiding skill and judgment of eye direction in preschoo...  EBSCOhost";7
"The relation between infants' activity with objects and attention to object...  EBSCOhost";13
"The relation between infants' perception of catchableness and the control o...  EBSCOhost";11
"The relation between methods of coping during adulthood with a history of c...  EBSCOhost";11
"The relation between perception and behavior, or how to win a game of Trivi...  EBSCOhost";32
"The relation between self-discrepancies and emotion  The moderating roles o...  EBSCOhost";21
"The relation between spatial skill and early number knowledge  The role of ...  EBSCOhost";12
"The relation of alcohol use to HIV-risk sexual behavior among adults with a...  EBSCOhost";11
"The relation of attachment status, psychiatric classification, and response...  EBSCOhost";18
"The relation of childhood personality types to adolescent behavior and deve...  EBSCOhost";20
"The Relation of Children's Everyday Nonsocial Peer Play Behavior to Their E...  EBSCOhost";18
"The relation of daily stressors to somatic and emotional symptoms in childr...  EBSCOhost";26
"The relation of parental marital status and perceived family conflict to ad...  EBSCOhost";8
"The relation of rational and experiential information processing styles to ...  EBSCOhost";20
"The relation of social network and individual difference variables to lonel...  EBSCOhost";13
"The relational-interdependent self-construal and relationships  EBSCOhost";8
"The Relational-Interdependent Self-Construal, Self-Concept Consistency, and...  EBSCOhost";8
"The Relations Among Inhibition and Interference Control Functions  A Latent...  EBSCOhost";45
"The Relations Between Contextual Risk, Earned Income, and the School Adjust...  EBSCOhost";7
"The relations between parents’ Big Five personality factors and parenting  ...  EBSCOhost";11
"The Relations Between Persistent Poverty and Contextual Risk and Children's...  EBSCOhost";13
"The relations between temperament and empathy in 2-year-olds  EBSCOhost";5
"The relations of Arab Jordanian adolescents' perceived maternal parenting t...  EBSCOhost";7
"The relations of children's dispositional empathy-related responding to the...  EBSCOhost";20
"The relations of effortful control and ego control to children's resiliency...  EBSCOhost";33
"The relations of emotionality and regulation to dispositional and situation...  EBSCOhost";34
"The relations of majority-minority group status and having an other-religio...  EBSCOhost";18
"The relations of maternal and social environments to late adolescents' mate...  EBSCOhost";5
"The relations of maternal social support and family structure with maternal...  EBSCOhost";11
"The relations of motivational traits with workplace deviance  EBSCOhost";6
"The Relations of Problem Behavior Status to Children's Negative Emotionalit...  EBSCOhost";11
"The relations of temperament reactivity and effortful control to children’s...  EBSCOhost";3
"The Relationship Among Expressions, Labels, and Descriptions of Contempt  EBSCOhost";2
"The relationship between acute stress disorder and posttraumatic stress dis...  EBSCOhost";4
"The Relationship Between Acute Stress Disorder and Posttraumatic Stress Dis...  EBSCOhost";6
"The relationship between aggressive attributional style and violence by psy...  EBSCOhost";2
"The relationship between displaying and perceiving nonverbal cues of affect...  EBSCOhost";13
"The relationship between early recruitment-related activities and the appli...  EBSCOhost";34
"The Relationship Between Employees’ Perceptions of Human Resource Systems a...  EBSCOhost";10
"The relationship between experiences of discrimination and mental health am...  EBSCOhost";5
"The Relationship Between Expertise and Evaluative Extremity  The Moderating...  EBSCOhost";34
"The relationship between human resource investments and organizational perf...  EBSCOhost";7
"The relationship between membership decline and union commitment  A field s...  EBSCOhost";6
"The relationship between memory and inductive reasoning  Does it develop   EBSCOhost";29
"The relationship between men's sexual aggression inside and outside the lab...  EBSCOhost";3
"The relationship between moral decision making and patterns of consolidatio...  EBSCOhost";22
"The relationship between multisensory integration and IQ in children  EBSCOhost";3
"The relationship between posttraumatic and depressive symptoms during prolo...  EBSCOhost";6
"The relationship between racial attitudes and social-cognitive development ...  EBSCOhost";17
"The Relationship Between Self-Esteem Level, Self-Esteem Stability, and Card...  EBSCOhost";18
"The relationship between the therapeutic alliance and treatment outcome in ...  EBSCOhost";15
"The relationship between vivid description, emotional arousal, and in-sessi...  EBSCOhost";9
"The relationship between work status congruence and work-related attitudes ...  EBSCOhost";10
"The Relationship Closeness Inventory  Assessing the closeness of interperso...  EBSCOhost";17
"The relationship in experience between various types of affect  EBSCOhost";1
"The relationship of caregiver coping to family outcomes during the initial ...  EBSCOhost";2
"The relationship of distress to mood disturbance in primary care and psychi...  EBSCOhost";20
"The relationship of emotional exhaustion to work attitudes, job performance...  EBSCOhost";5
"The Relationship of Entrepreneurial Traits, Skill, and Motivation to Subseq...  EBSCOhost";3
"The relationship of self-reported distress to depressive disorders and othe...  EBSCOhost";18
"The relationship of social power to visual displays of dominance between me...  EBSCOhost";40
"The relationships among asymmetry in task dependence, perceived helping beh...  EBSCOhost";8
"The relationships among working memory, math anxiety, and performance  EBSCOhost";1
